Exchange,12582912,1,4149675306,3.0322642308438965,329
Exchange,12582912,2,7464427420,1.6857169735867028,1186
Exchange,12582912,3,7685034641,1.637326646892339,1832
Exchange,12582912,4,9197065077,1.3681442824045378,2923
Exchange,12582912,5,9989780699,1.2595784010813749,3969
Exchange,12582912,6,10122074708,1.243115898962401,4826
Exchange,12582912,7,10237139999,1.229143296001534,5695
Exchange,12582912,8,10995540208,1.1443650572843234,6990
Exchange,12582912,9,11299120524,1.1136187080466264,8081
Exchange,12582912,10,10885206256,1.1559644993464604,8650
